Country,Region,  Ranking Status Index,  S | Status Index,  Ranking Democracy Status,  SI | Democracy Status,  Q1 | Stateness,  Q1.1 | Monopoly on the use of force,  Q1.2 | State identity,  Q1.3 | No interference of religious dogmas,  Q1.4 | Basic administration,  Q2 | Political Participation,  Q2.1 | Free and fair elections,  Q2.2 | Effective power to govern,  Q2.3 | Association / assembly rights,  Q2.4 | Freedom of expression,  Q3 | Rule of Law,  Q3.1 | Separation of powers,  Q3.2 | Independent judiciary,  Q3.3 | Prosecution of office abuse,  Q3.4 | Civil rights,  Q4 | Stability of Democratic Institutions,  Q4.1 | Performance of democratic institutions,  Q4.2 | Commitment to democratic institutions,  Q5 | Political and Social Integration,  Q5.1 | Party system,  Q5.2 | Interest groups,  Q5.4 | Social capital,  Ranking Economy Status,  SII | Economy Status,  Q6 | Level of Socioeconomic Development,  Q6.1 | Socioeconomic barriers,  Q7 | Organization of the Market and Competition,  Q7.1 | Market organization,  Q7.2 | Competition policy,  Q7.3 | Liberalization of foreign trade,  Q7.4 | Banking system,  Q8 | Monetary and Fiscal Stability,  Q8.1 | Monetary stability,  Q8.2 | Fiscal stability,  Q9 | Private Property,  Q9.1 | Property rights,  Q9.2 | Private enterprise,  Q10 | Welfare Regime,  Q10.1 | Social safety nets,  Q10.2 | Equal opportunity,  Q11 | Economic Performance,  Q11.1 | Output strength,  Q12 | Sustainability,  Q12.1 | Environmental policy,  Q12.2 | Education / R&D policy,  Ranking Governance Index,  G | Governance Index,  Q13 | Level of Difficulty,  Q13.1 | Structural constraints,  Q13.2 | Civil society traditions,  Q13.3 | Conflict intensity,  Q13.4 | GNI p.c. Atlas method rescaled,  Q13.5 | UN Educ. Index rescaled,  Q13.6 | BTI Stateness & Rule of Law,  GII | Governance Performance,  Q14 | Steering Capability,  Q14.1 | Prioritization,  Q14.2 | Implementation,  Q14.3 | Policy learning,  Q15 | Resource Efficiency,  Q15.1 | Efficient use of assets,  Q15.2 | Policy coordination,  Q15.3 | Anti-corruption policy,  Q16 | Consensus-Building,  Q16.1 | Consensus on goals,  Q16.2 | Anti-democratic actors,  Q16.3 | Cleavage / conflict management,  Q17 | International Cooperation,  Q17.1 | Effective use of support,  Q17.2 | Credibility,  Q17.3 | Regional cooperation,  Total,Democracy/Autocracy,  S | Status Index.1,  Category,Status Index,  SI | Democracy Status.1,  Category.1,Democracy Status,  SII | Economy Status.1,  Category.2,Economy Status,  G | Governance Index.1,  Category.3,Governance Index,  Q13 | Level of Difficulty.1,  Category.4,0.4,  GII | Governance Performance.1,  Category.5,Governance Performance,Year
Namibia,5,37,6.5,27,7.5,8,9,8,9,6,8.5,9,9,8,8,6.75,6,9,5,7,7.5,7,8,6.75,7,7,6,68,5.5,3,3,7,6,5,8,9,7,8,6,6,6,6,5.5,6,5,5,5,5,6,4,47,5.485910494,4.604166667,6,4,4,5,5,3.625,6.233333333,6.333333333,7,6,6,5,5,5,5,6.6,9,9,6,7,6,7,8,0,Dem.,6.5,3,Limited,7.5,2,Defective democracy,5.5,3,Limited,5.49,3,Moderate,4.6,3,Moderate,6.233333333,2,Sound,2018
Nepal,7,92,4.521428571,76,4.9,5,5,5,6,4,6.25,7,5,6,7,4.25,5,5,3,4,5,5,5,4,3,5,4,101,4.142857143,2,2,5.5,5,5,6,6,5.5,4,7,5,5,5,2.5,2,3,5,5,3.5,4,3,99,3.738063272,7.229166667,9,7,6,9,6,6.375,3.983333333,3,3,3,3,2.666666667,3,2,3,4.6,5,6,5,5.666666667,6,4,7,0,Dem.,4.52,4,Very limited,4.9,3,Highly defective democracy,4.14,4,Very limited,3.74,4,Weak,7.2,2,Substantial,3.983333333,4,Flawed,2018
Nicaragua,2,76,5.136904762,75,4.916666667,7.5,7,8,9,6,5,5,3,6,6,3.75,3,3,3,6,3,3,3,5.333333333,4,6,6,72,5.357142857,3,3,6,4,5,9,6,7.5,8,7,6,5,7,5,5,5,6,6,4,4,4,87,4.21912037,5.395833333,6,4,4,8,5,5.375,4.7,4,4,5,3,4.666666667,4,7,3,4.8,6,4,5,5.333333333,5,5,6,3,Aut.,5.14,4,Very limited,4.92,4,Moderate autocracy,5.36,3,Limited,4.22,4,Weak,5.4,3,Moderate,4.7,4,Flawed,2018
Niger,3,78,5.132142857,50,6.3,5.5,6,8,5,3,7,7,7,7,7,6,8,5,5,6,7,7,7,6,7,5,5,105,3.964285714,1,1,5.25,4,6,6,5,6,8,4,4.5,4,5,3,3,3,6,6,2,3,1,33,5.868441358,7.708333333,9,7,5,10,10,5.25,6.183333333,5.333333333,5,6,5,5,4,7,4,6.4,7,7,7,8,7,8,9,0,Dem.,5.13,4,Very limited,6.3,2,Defective democracy,3.96,4,Very limited,5.87,2,Good,7.7,2,Substantial,6.183333333,2,Sound,2018
Nigeria,3,91,4.603571429,70,5.35,5,4,8,4,4,6.5,7,6,7,6,5.25,6,7,4,4,5.5,5,6,4.5,4,4,4,107,3.857142857,2,2,5,4,3,6,7,4.5,4,5,4.5,4,5,4,4,4,4,4,3,3,3,75,4.591689815,7.3125,8,7,9,7,7,5.875,4.883333333,3.333333333,3,3,4,3.666666667,3,4,4,5.2,6,6,4,7.333333333,7,7,8,0,Dem.,4.6,4,Very limited,5.35,3,Highly defective democracy,3.86,4,Very limited,4.59,3,Moderate,7.3,2,Substantial,4.883333333,4,Flawed,2018
North Korea,7,125,2.157142857,122,2.6,9,10,10,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,125,1.714285714,2,2,1.5,2,1,1,2,1.5,2,1,1,1,1,2,2,2,2,2,2,1,3,127,1.301358025,7.333333333,7,10,3,9,9,6,1.383333333,1,1,1,1,2,1,3,2,1.2,1,1,2,1.333333333,2,1,1,6,Aut.,2.16,5,Failed,2.6,5,Hard-line autocracy,1.71,5,Rudimentary,1.3,5,Failed,7.3,2,Substantial,1.383333333,5,Poor,2018
North Macedonia,1,31,6.760714286,45,6.45,8,9,6,8,9,6.25,7,7,7,4,6,5,6,5,8,5.5,5,6,6.5,7,6,6,26,7.071428571,6,6,8.5,7,8,10,9,8,9,7,8.5,8,9,7,7,7,6,6,5.5,5,6,53,5.244814815,4.666666667,5,5,6,5,3,4,5.95,6.333333333,6,6,7,5.333333333,5,6,5,5.8,6,7,5,6.333333333,6,6,7,0,Dem.,6.76,3,Limited,6.45,2,Defective democracy,7.07,2,Advanced,5.24,3,Moderate,4.7,3,Moderate,5.95,3,Fair,2018
Oman,4,93,4.428571429,116,3,7.5,10,7,5,8,1.5,2,1,2,1,2,1,2,2,3,2,2,2,2,1,2,3,58,5.857142857,5,5,6,7,3,7,7,7,8,6,7.5,8,7,5.5,5,6,5,5,5,5,5,104,3.542669753,4.041666667,4,8,2,1,3,6.25,4.083333333,3.333333333,3,4,3,4,5,4,3,3,4,2,4,6,4,7,7,6,Aut.,4.43,4,Very limited,3,5,Hard-line autocracy,5.86,3,Limited,3.54,4,Weak,4,4,Minor,4.083333333,4,Flawed,2018
Pakistan,7,102,4.010714286,98,3.7,4.25,4,5,3,5,4,6,3,4,3,3.25,4,3,4,2,3,3,3,4,4,4,4,97,4.321428571,3,3,5.25,4,4,7,6,5,4,6,5,5,5,3,3,3,6,6,3,3,3,108,3.511574074,7.708333333,8,6,9,8,8,7.25,3.7,3.666666667,4,4,3,3,4,3,2,3.8,5,4,3,4.333333333,5,4,4,3,Aut.,4.01,4,Very limited,3.7,5,Hard-line autocracy,4.32,4,Very limited,3.51,4,Weak,7.7,2,Substantial,3.7,4,Flawed,2018
Panama,2,25,7.114285714,29,7.3,8.5,8,10,9,7,7.75,8,8,8,7,6,7,5,5,7,7.5,7,8,6.75,7,7,7,27,6.928571429,5,5,7.5,7,7,9,7,8,8,8,7.5,7,8,6,6,6,9,9,5.5,6,5,40,5.715335648,3.458333333,5,5,3,2,2,3.75,6.6875,6.666666667,7,8,5,5,4,7,4,7.75,9,9,8,7.333333333,8,6,8,0,Dem.,7.11,2,Advanced,7.3,2,Defective democracy,6.93,3,Limited,5.72,2,Good,3.5,4,Minor,6.6875,2,Sound,2018
Papua New Guinea,7,61,5.578571429,50,6.3,6.5,5,8,9,4,7.75,6,8,9,8,5.75,6,7,4,6,6.5,6,7,5,4,5,4,83,4.857142857,3,3,5.5,5,5,7,5,6.5,7,6,6,6,6,3.5,3,4,6,6,3.5,4,3,72,4.781558642,6.645833333,8,6,6,7,8,4.875,5.166666667,4.333333333,5,4,4,3.666666667,4,4,3,6,7,6,5,6.666666667,7,5,8,0,Dem.,5.58,3,Limited,6.3,2,Defective democracy,4.86,4,Very limited,4.78,3,Moderate,6.6,2,Substantial,5.166666667,3,Fair,2018
Paraguay,2,47,6.242857143,45,6.45,7.5,6,9,9,6,7.5,8,8,8,6,5.5,7,5,4,6,6,6,6,5.75,7,6,5,47,6.035714286,4,4,5.75,4,3,8,8,8.5,9,8,6.5,6,7,5,5,5,8,8,4.5,4,5,23,6.042191358,5.083333333,7,6,4,5,4,4.5,6.783333333,6.666666667,7,6,7,5.666666667,6,6,5,6.8,7,7,7,8,8,8,8,0,Dem.,6.24,3,Limited,6.45,2,Defective democracy,6.04,3,Limited,6.04,2,Good,5.1,3,Moderate,6.783333333,2,Sound,2018
Peru,2,29,6.853571429,39,6.6,7.75,6,9,9,7,7.75,7,8,8,8,6.5,8,6,6,6,6.5,6,7,4.5,4,5,5,24,7.107142857,5,5,8.25,7,8,9,9,9.5,10,9,8,7,9,5.5,6,5,8,8,5.5,6,5,39,5.809675926,4.8125,6,6,5,5,3,3.875,6.566666667,5.666666667,6,6,5,6,6,7,5,6.6,7,8,6,8,7,9,8,0,Dem.,6.85,3,Limited,6.6,2,Defective democracy,7.11,2,Advanced,5.81,2,Good,4.8,3,Moderate,6.566666667,2,Sound,2018
Philippines,7,38,6.471428571,50,6.3,6.5,5,7,7,7,6.75,7,6,8,6,5.5,6,7,5,4,7,7,7,5.75,4,7,6,33,6.642857143,5,5,7,6,5,8,9,8,9,7,6.5,6,7,6,5,7,8,8,6,7,5,69,4.899753086,5.333333333,7,4,6,6,4,5,5.466666667,5.333333333,6,4,6,5,4,7,4,5.2,6,4,5,6.333333333,6,6,7,0,Dem.,6.47,3,Limited,6.3,2,Defective democracy,6.64,3,Limited,4.9,3,Moderate,5.3,3,Moderate,5.466666667,3,Fair,2018
Poland,1,10,8.578571429,11,8.55,9.5,10,10,8,10,9.25,10,10,9,8,8,8,7,8,9,8,8,8,8,7,9,8,8,8.607142857,8,8,9.75,9,10,10,10,9,10,8,10,10,10,8.5,9,8,8,8,7,6,8,18,6.252685185,1.541666667,2,1,2,1,1,2.25,7.7,7,7,7,7,7.666666667,7,8,8,7.8,9,8,8,8.333333333,8,8,9,0,Dem.,8.58,1,Highly advanced,8.55,1,Democracy in consolidation,8.61,1,Highly advanced,6.25,2,Good,1.5,5,Negligible,7.7,2,Sound,2018
Qatar,4,56,5.88452381,97,3.733333333,8,10,7,5,10,2.25,2,1,2,4,3.75,2,3,4,6,2,2,2,2.666666667,1,3,4,14,8.035714286,8,8,7.75,7,7,9,8,8.5,8,9,9,9,9,6.5,7,6,9,9,7.5,6,9,50,5.397993827,3.354166667,1,9,2,1,2,5.125,6.333333333,5,5,5,5,7.666666667,8,9,6,5,6,3,8,7.666666667,9,6,8,4,Aut.,5.88,3,Limited,3.73,5,Hard-line autocracy,8.04,1,Highly advanced,5.4,3,Moderate,3.4,4,Minor,6.333333333,2,Sound,2018
Romania,1,15,8.057142857,17,8.15,9.5,10,9,10,9,8.5,9,9,9,7,8.25,8,9,8,8,7.5,7,8,7,7,7,6,16,7.964285714,7,7,8.75,8,8,10,9,9.5,10,9,8.5,9,8,7,7,7,8,8,7,7,7,32,5.886188272,3.020833333,4,5,3,3,1,2.125,6.966666667,6,6,6,6,6.333333333,6,5,8,8.2,9,9,8,7.333333333,8,6,8,0,Dem.,8.06,2,Advanced,8.15,1,Democracy in consolidation,7.96,2,Advanced,5.89,2,Good,3,4,Minor,6.966666667,2,Sound,2018
Russia,6,70,5.310714286,81,4.55,8,9,9,7,7,3.5,4,3,3,4,4.25,3,4,5,5,3,3,3,4,4,4,4,45,6.071428571,7,7,6.5,5,7,8,6,8,9,7,4,4,4,6,6,6,6,6,5,4,6,105,3.521064815,3.645833333,4,6,4,2,1,4.875,4.1,4.666666667,5,4,5,4,4,5,3,4.4,4,3,7,3.333333333,3,3,4,4,Aut.,5.31,4,Very limited,4.55,4,Moderate autocracy,6.07,3,Limited,3.52,4,Weak,3.6,4,Minor,4.1,4,Flawed,2018
Rwanda,5,85,4.798809524,91,3.883333333,8.5,9,8,10,7,2.5,2,2,3,3,3.75,3,4,5,3,2,2,2,2.666666667,3,2,3,60,5.714285714,3,3,6.5,5,6,7,8,7,8,6,5.5,4,7,6,6,6,6,6,6,6,6,54,5.20287037,7.3125,8,9,6,9,7,4.875,5.533333333,5,5,5,5,6.333333333,6,7,6,3.8,5,2,5,7,8,6,7,6,Aut.,4.8,4,Very limited,3.88,5,Hard-line autocracy,5.71,3,Limited,5.2,3,Moderate,7.3,2,Substantial,5.533333333,3,Fair,2018
Saudi Arabia,4,97,4.26547619,123,2.566666667,5.75,8,6,2,7,1.5,1,1,2,2,2.25,1,2,4,2,1,1,1,2.333333333,1,3,3,53,5.964285714,5,5,7.25,6,5,9,9,7,8,6,6.5,6,7,5,7,3,7,7,4,3,5,98,3.803703704,4.5,4,10,4,1,1,7,4.333333333,4.333333333,4,4,5,5.333333333,5,6,5,3,5,1,3,4.666666667,5,3,6,6,Aut.,4.27,4,Very limited,2.57,5,Hard-line autocracy,5.96,3,Limited,3.8,4,Weak,4.5,3,Moderate,4.333333333,4,Flawed,2018
Senegal,3,50,6.175,33,7.1,7,7,9,6,6,8,8,8,8,8,6.25,6,6,6,7,8,7,9,6.25,4,5,7,74,5.25,2,2,5.75,5,6,6,6,7,8,6,7,7,7,5,5,5,6,6,4,5,3,11,6.699992284,6.395833333,7,5,4,9,9,4.375,7.283333333,6.666666667,7,7,6,6,6,7,5,7.8,9,9,8,8.666666667,9,8,9,0,Dem.,6.18,3,Limited,7.1,2,Defective democracy,5.25,3,Limited,6.7,2,Good,6.4,3,Moderate,7.283333333,2,Sound,2018
Serbia,1,19,7.403571429,22,7.7,9,9,9,8,10,8.25,8,9,9,7,6.75,7,6,6,8,7.5,7,8,7,7,7,7,24,7.107142857,6,6,8.25,7,8,9,9,8,8,8,7.5,7,8,7,7,7,6,6,7,7,7,21,6.063464506,3.520833333,5,4,3,5,1,3.125,7.083333333,7,7,7,7,6.666666667,7,7,6,7,8,7,7,7.666666667,8,8,7,0,Dem.,7.4,2,Advanced,7.7,2,Defective democracy,7.11,2,Advanced,6.06,2,Good,3.5,4,Minor,7.083333333,2,Sound,2018
Sierra Leone,3,74,5.146428571,55,6.15,7.5,8,8,9,5,6.75,8,7,6,6,4.75,4,5,4,6,6.5,6,7,5.25,6,5,4,101,4.142857143,1,1,5,3,5,7,5,5.5,5,6,6,5,7,3,3,3,5,5,3.5,4,3,67,4.928665123,6.979166667,10,6,4,9,8,4.875,5.283333333,4.666666667,4,5,5,4,4,4,4,5.8,6,7,5,6.666666667,7,6,7,0,Dem.,5.15,4,Very limited,6.15,2,Defective democracy,4.14,4,Very limited,4.93,3,Moderate,7,2,Substantial,5.283333333,3,Fair,2018
Singapore,7,24,7.154761905,69,5.416666667,10,10,10,10,10,3.5,5,3,3,3,5.75,3,5,9,6,2.5,3,2,5.333333333,7,4,5,6,8.892857143,9,9,9.75,10,9,10,10,9.5,10,9,9,10,8,8,8,8,8,8,9,8,10,30,5.947746914,2.520833333,1,6,3,1,1,3.125,7.133333333,5,5,5,5,9.333333333,9,10,9,5.2,7,2,8,9,8,9,10,5,Aut.,7.15,2,Advanced,5.42,4,Moderate autocracy,8.89,1,Highly advanced,5.95,2,Good,2.5,4,Minor,7.133333333,2,Sound,2018
Slovakia,1,9,8.585714286,10,8.6,9.5,10,9,9,10,9.75,10,10,10,9,8,8,8,7,9,8,8,8,7.75,6,9,8,10,8.571428571,9,9,9.5,9,9,10,10,9.5,10,9,9,9,9,8.5,9,8,8,8,6.5,7,6,11,6.702669753,1.708333333,1,2,3,1,1,2.25,8.216666667,8,8,8,8,7.666666667,8,8,7,8.2,8,9,7,9,9,9,9,0,Dem.,8.59,1,Highly advanced,8.6,1,Democracy in consolidation,8.57,1,Highly advanced,6.7,2,Good,1.7,5,Negligible,8.216666667,1,Excellent,2018
Slovenia,1,6,9.178571429,6,9.25,9.5,10,10,8,10,9.5,10,10,10,8,9.25,10,9,9,9,10,10,10,8,7,9,9,4,9.107142857,10,10,9.25,9,9,10,9,9.5,10,9,9,9,9,9,9,9,8,8,9,10,8,10,6.783989198,1.270833333,1,1,2,1,1,1.625,8.416666667,7.666666667,8,8,7,8,8,8,8,9,10,10,8,9,9,9,9,0,Dem.,9.18,1,Highly advanced,9.25,1,Democracy in consolidation,9.11,1,Highly advanced,6.78,2,Good,1.3,5,Negligible,8.416666667,1,Excellent,2018
Somalia,5,129,1.341666667,129,1.433333333,2,1,3,3,1,1.5,1,1,2,2,1,1,1,1,1,1,1,1,1.666666667,1,1,3,129,1.25,1,1,1.75,2,1,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,123,2.253734568,9.416666667,10,8,9,10,10,9.5,2.283333333,1.666666667,2,1,2,1,1,1,1,2.8,3,3,2,3.666666667,3,4,4,7,Aut.,1.34,5,Failed,1.43,5,Hard-line autocracy,1.25,5,Rudimentary,2.25,5,Failed,9.4,1,Massive,2.283333333,5,Poor,2018
South Africa,5,26,6.960714286,24,7.6,8,8,8,9,7,7.5,8,8,7,7,7.5,7,9,6,8,8,8,8,7,7,8,6,40,6.321428571,4,4,8.25,8,8,8,9,7,7,7,7,7,7,6,6,6,6,6,6,7,5,28,5.960833333,3.875,6,3,4,5,2,3.25,6.9,6.666666667,7,6,7,5.666666667,5,7,5,7.6,8,9,7,7.666666667,8,8,7,0,Dem.,6.96,3,Limited,7.6,2,Defective democracy,6.32,3,Limited,5.96,2,Good,3.9,4,Minor,6.9,2,Sound,2018
South Korea,7,11,8.546428571,13,8.45,10,10,10,10,10,8.25,9,10,7,7,8.25,9,9,7,8,8.5,8,9,7.25,6,8,7,7,8.642857143,9,9,8.5,9,8,9,8,9,9,9,9,10,8,7.5,8,7,9,9,8.5,7,10,15,6.507399691,2.145833333,1,5,3,1,1,1.875,7.883333333,7,8,6,7,7.333333333,8,8,6,8.2,10,10,8,9,10,9,8,0,Dem.,8.55,1,Highly advanced,8.45,1,Democracy in consolidation,8.64,1,Highly advanced,6.51,2,Good,2.1,5,Negligible,7.883333333,2,Sound,2018
South Sudan,5,124,2.272619048,121,2.616666667,5,3,6,9,2,2,1,1,3,3,2.25,2,3,2,2,1.5,2,1,2.333333333,2,3,2,124,1.928571429,1,1,2.5,2,2,3,3,2.5,3,2,3,3,3,2.5,2,3,1,1,1,1,1,121,2.301041667,9.0625,10,8,10,9,10,7.375,2.35,2,2,2,2,2,2,2,2,2.4,4,2,1,3,3,2,4,7,Aut.,2.27,5,Failed,2.62,5,Hard-line autocracy,1.93,5,Rudimentary,2.3,5,Failed,9.1,1,Massive,2.35,5,Poor,2018
Sri Lanka,7,33,6.614285714,41,6.55,7.25,9,6,7,7,7.25,8,7,7,7,6,7,7,5,5,6,6,6,6.25,6,7,5,32,6.678571429,6,6,6.75,7,6,7,7,7,8,6,7.5,7,8,6.5,7,6,8,8,5,4,6,43,5.597361111,4.5625,6,5,5,6,1,4.375,6.366666667,5.666666667,6,5,6,5.333333333,5,6,5,6.8,7,7,7,7.666666667,7,7,9,0,Dem.,6.61,3,Limited,6.55,2,Defective democracy,6.68,3,Limited,5.6,2,Good,4.6,3,Moderate,6.366666667,2,Sound,2018
Sudan,4,123,2.277380952,125,2.233333333,3.25,4,3,3,3,2.5,2,2,3,3,1.75,2,2,2,1,1,1,1,2.666666667,3,2,3,123,2.321428571,2,2,2.75,2,3,4,2,2.5,2,3,3.5,3,4,1.5,1,2,2,2,2,2,2,124,1.969320988,8.583333333,9,7,9,8,10,8.5,2.033333333,2,2,2,2,2,2,2,2,1.8,2,2,2,2.333333333,2,2,3,6,Aut.,2.28,5,Failed,2.23,5,Hard-line autocracy,2.32,5,Rudimentary,1.97,5,Failed,8.6,1,Massive,2.033333333,5,Poor,2018
Syria,4,128,1.571428571,128,1.75,2.5,1,3,4,2,1.75,2,1,2,2,1.5,2,2,1,1,1,1,1,2,2,2,2,128,1.392857143,1,1,1.75,2,2,1,2,1.5,1,2,2,2,2,1,1,1,1,1,1.5,2,1,128,1.132098765,8.666666667,10,7,10,8,8,9,1.166666667,1,1,1,1,1.666666667,1,3,1,1,1,1,1,1,1,1,1,7,Aut.,1.57,5,Failed,1.75,5,Hard-line autocracy,1.39,5,Rudimentary,1.13,5,Failed,8.7,1,Massive,1.166666667,5,Poor,2018
Taiwan,7,3,9.417857143,3,9.55,10,10,10,10,10,9.75,10,10,10,9,10,10,10,10,10,9.5,9,10,8.5,9,9,9,2,9.285714286,9,9,9.5,9,10,10,9,10,10,10,10,10,10,9,9,9,8,8,9.5,9,10,3,7.333333333,1.666666667,2,3,2,1,1,1,9,8.333333333,8,8,9,8.666666667,9,8,9,9,10,10,8,10,10,10,10,0,Dem.,9.42,1,Highly advanced,9.55,1,Democracy in consolidation,9.29,1,Highly advanced,7.33,1,Very good,1.7,5,Negligible,9,1,Excellent,2018
Tajikistan,6,115,3.313095238,117,2.983333333,7.5,9,7,8,6,1.75,1,2,2,2,2,2,2,2,2,1,1,1,2.666666667,2,2,4,109,3.642857143,3,3,3.5,4,3,4,3,4.5,4,5,3,3,3,4.5,4,5,4,4,3,3,3,111,3.307947531,6.541666667,8,9,5,8,3,6.25,3.583333333,4.333333333,5,4,4,3.333333333,3,5,2,2,2,2,2,4.666666667,6,3,5,6,Aut.,3.31,5,Failed,2.98,5,Hard-line autocracy,3.64,4,Very limited,3.31,4,Weak,6.5,2,Substantial,3.583333333,4,Flawed,2018
Tanzania,5,64,5.514285714,57,6.1,7,8,7,8,5,6.5,6,8,6,6,5.5,6,6,4,6,6,6,6,5.5,6,5,5,81,4.928571429,3,3,5.5,5,5,6,6,7,7,7,6,6,6,4,4,4,6,6,3,3,3,63,5.072083333,6.625,7,7,5,9,7,4.75,5.483333333,5.666666667,5,6,6,4,4,4,4,5.6,5,7,6,6.666666667,7,6,7,0,Dem.,5.51,3,Limited,6.1,2,Defective democracy,4.93,4,Very limited,5.07,3,Moderate,6.6,2,Substantial,5.483333333,3,Fair,2018
Thailand,7,87,4.714285714,110,3.25,6.75,7,7,6,7,1.5,1,1,2,2,3,2,3,4,3,1,1,1,4,3,4,5,43,6.178571429,6,6,6.25,5,5,7,8,8,8,8,7,7,7,5,6,4,5,5,6,6,6,95,3.886998457,5.520833333,6,6,7,5,3,6.125,4.316666667,4.333333333,4,5,4,4.666666667,5,4,5,2.6,4,2,2,5.666666667,5,6,6,6,Aut.,4.71,4,Very limited,3.25,5,Hard-line autocracy,6.18,3,Limited,3.89,4,Weak,5.5,3,Moderate,4.316666667,4,Flawed,2018
Togo,3,84,4.89047619,73,5.066666667,8,9,8,9,6,4.75,5,3,6,5,4.25,4,4,4,5,3,3,3,5.333333333,4,6,6,88,4.714285714,2,2,5,4,5,6,5,7.5,8,7,5,5,5,3.5,3,4,6,6,4,4,4,62,5.09962963,5.979166667,7,5,4,9,6,4.875,5.6,5,5,5,5,4.666666667,5,5,4,5.4,6,6,5,7.333333333,7,7,8,2,Aut.,4.89,4,Very limited,5.07,4,Moderate autocracy,4.71,4,Very limited,5.1,3,Moderate,6,3,Moderate,5.6,3,Fair,2018
Tunisia,4,44,6.267857143,43,6.5,7.5,7,9,7,7,7.5,9,8,7,6,5.75,7,6,4,6,6,5,7,5.75,5,7,5,47,6.035714286,5,5,5.75,5,6,7,5,7.5,8,7,6,6,6,6,6,6,6,6,6,6,6,51,5.326828704,5.0625,6,6,5,6,3,4.375,5.983333333,5.333333333,6,4,6,4.666666667,5,6,3,6.6,7,6,7,7.333333333,6,7,9,0,Dem.,6.27,3,Limited,6.5,2,Defective democracy,6.04,3,Limited,5.33,3,Moderate,5.1,3,Moderate,5.983333333,3,Fair,2018
Turkey,4,51,6.167857143,67,5.55,6.75,6,7,6,8,6,7,9,4,4,4.25,4,4,5,4,5,5,5,5.75,6,6,5,29,6.785714286,5,5,8,7,8,8,9,7.5,7,8,8,8,8,7,7,7,7,7,5,4,6,74,4.720679012,4.583333333,5,5,7,3,2,5.5,5.366666667,6,6,6,6,5.333333333,5,6,5,3.8,6,4,3,6.333333333,8,5,6,0,Dem.,6.17,3,Limited,5.55,3,Highly defective democracy,6.79,3,Limited,4.72,3,Moderate,4.6,3,Moderate,5.366666667,3,Fair,2018
Turkmenistan,6,119,3.139285714,120,2.85,8,10,7,9,6,1,1,1,1,1,2.25,2,2,3,2,1,1,1,2,2,2,2,112,3.428571429,3,3,2,2,1,3,2,3.5,3,4,3.5,4,3,3.5,4,3,5,5,3.5,3,4,118,2.508333333,5.3125,5,10,3,4,4,5.875,2.8,3,3,4,2,2,2,2,2,2.2,1,1,4,4,4,3,5,6,Aut.,3.14,5,Failed,2.85,5,Hard-line autocracy,3.43,4,Very limited,2.51,5,Failed,5.3,3,Moderate,2.8,5,Poor,2018
Uganda,5,59,5.663095238,68,5.433333333,7.5,8,8,8,6,4.5,5,3,5,5,5.5,5,7,4,6,3,3,3,6.666666667,7,7,6,57,5.892857143,3,3,6.75,6,6,7,8,8.5,9,8,7,6,8,5,4,6,6,6,5,5,5,52,5.307469136,6.416666667,7,5,6,9,7,4.5,5.766666667,5,5,5,5,5.333333333,5,7,4,5.4,7,4,5,7.333333333,7,7,8,2,Aut.,5.66,3,Limited,5.43,4,Moderate autocracy,5.89,3,Limited,5.31,3,Moderate,6.4,3,Moderate,5.766666667,3,Fair,2018
Ukraine,6,36,6.539285714,36,6.9,7.5,5,8,9,8,7.5,8,6,9,7,6.25,7,6,5,7,7.5,7,8,5.75,4,6,7,43,6.178571429,5,5,6.75,7,6,8,6,7,7,7,6.5,6,7,6.5,6,7,6,6,5.5,5,6,49,5.410447531,5.354166667,7,4,9,7,1,4.125,6.033333333,6,5,6,7,5.333333333,5,6,5,5.8,7,7,4,7,7,6,8,0,Dem.,6.54,3,Limited,6.9,2,Defective democracy,6.18,3,Limited,5.41,3,Moderate,5.4,3,Moderate,6.033333333,2,Sound,2018
United Arab Emirates,4,52,6.071428571,89,4,8.5,10,7,7,10,2,2,1,2,3,4,2,3,7,4,2.5,3,2,3,1,2,6,13,8.142857143,8,8,8,8,6,9,9,8.5,8,9,7,6,8,8,8,8,10,10,7.5,6,9,45,5.548746142,3.291666667,2,9,1,1,2,4.75,6.520833333,5,5,5,5,7.666666667,7,9,7,4.75,7,1,7,8.666666667,9,8,9,5,Aut.,6.07,3,Limited,4,4,Moderate autocracy,8.14,1,Highly advanced,5.55,3,Moderate,3.3,4,Minor,6.520833333,2,Sound,2018
Uruguay,2,5,9.189285714,1,9.95,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.75,10,10,9,12,8.428571429,7,7,8.5,8,8,9,9,9,9,9,10,10,10,9,9,9,8,8,7.5,8,7,2,7.360864198,1.333333333,2,2,1,1,1,1,9.116666667,8.333333333,8,8,9,8.333333333,7,9,9,9.8,10,10,10,10,10,10,10,0,Dem.,9.19,1,Highly advanced,9.95,1,Democracy in consolidation,8.43,1,Highly advanced,7.36,1,Very good,1.3,5,Negligible,9.116666667,1,Excellent,2018
